date,M0_YoY,M1_YoY,M2_YoY,CPI_YoY,PPI_YoY,PMI,M1_M2_scissors,M1_YoY_roll_mean,M1_YoY_roll_std,M2_YoY_roll_mean,M2_YoY_roll_std,M1_M2_scissors_roll_mean,M1_M2_scissors_roll_std,PPI_YoY_roll_mean,PPI_YoY_roll_std,CPI_YoY_roll_mean,CPI_YoY_roll_std
2010-01-31,-0.79,38.96,25.98,1.53,4.32,55.8,12.98,18.59875,8.44116379391208,21.589583333333334,5.652782676943594,-2.9908333333333332,4.892929163303046,1.5358333333333334,5.792241300715491,2.6085541666666665,3.864706213479056
2010-02-28,21.98,34.99,25.52,2.6953,5.39,52.0,9.470000000000002,19.4132,9.212360229604572,21.7652,5.602996311498575,-2.352,5.75724977745451,1.5641666666666667,5.803601037287109,2.5654120000000002,3.789479365110727
2010-03-31,15.81,29.94,22.5,2.3707,5.91,55.1,7.440000000000001,20.012307692307694,9.529168823225794,21.909615384615385,5.5389598162609746,-1.8973076923076921,6.09880811811115,1.6416666666666666,5.8363645729659,2.5704076923076924,3.713003714614148
2010-04-30,15.76,31.25,21.48,2.8136,6.81,55.7,9.77,20.38,9.537446844291837,21.93148148148148,5.432585235059115,-1.5514814814814815,6.244513717412396,1.732222222222222,5.877601605665412,2.5630111111111114,3.6411025413204525
2010-05-31,15.2,29.9,21.0,3.0613,7.13,53.9,8.899999999999999,20.768214285714286,9.581951032123396,21.915357142857143,5.331715367179095,-1.147142857142857,6.490565721587248,1.8416666666666666,5.93578758765122,2.5719607142857144,3.5733523670035456
2010-06-30,15.7,24.6,18.5,2.9499,6.41,52.1,6.100000000000001,21.08310344827586,9.560869320699227,21.883793103448276,5.238399028733532,-0.8006896551724138,6.641065927262454,1.9630555555555556,5.999447031397117,2.5888344827586205,3.510138726834826
2010-07-31,15.5,22.9,17.6,3.3042,4.84,51.2,5.299999999999997,21.200333333333333,9.416497805423216,21.771,5.184231629297331,-0.5706666666666665,6.646070622002425,2.0719444444444446,6.0446873105678245,2.60087,3.4497180863479064
2010-08-31,16.0,21.9,19.2,3.4794,4.32,51.7,2.6999999999999993,21.25516129032258,9.26325747994651,21.636451612903226,5.151852448965706,-0.38129032258064516,6.618887994185269,2.14,6.062137294010139,2.623558064516129,3.3940870509141035
2010-09-30,13.8,20.9,19.0,3.6056,4.33,53.8,1.8999999999999986,21.275312500000002,9.11333832264909,21.560312500000002,5.086345721873349,-0.28500000000000003,6.534000404830305,2.1888888888888887,6.072708869678589,2.650303125,3.342320920238044
2010-10-31,16.6,22.1,19.3,4.3655,5.04,54.7,2.8000000000000007,21.263939393939395,8.970050145969761,21.482727272727274,5.026041106531603,-0.21878787878787886,6.442334474772983,2.2338888888888886,6.082674824110936,2.679251515151515,3.2938831612666157
2010-11-30,16.3,22.1,19.5,5.1192,6.06,55.2,2.6000000000000014,21.288529411764706,8.834258430352843,21.418529411764705,4.963439137822311,-0.13000000000000006,6.365062307771872,2.2847222222222223,6.098690953738052,2.728847058823529,3.2564580335673026
2010-12-31,16.7,21.2,19.7,4.5859,5.93,53.9,1.5,21.311714285714285,8.704454061237941,21.363714285714288,4.900644066743425,-0.05200000000000001,6.287715754689036,2.3266666666666667,6.119871613966143,2.797142857142857,3.2335541392320213
2011-01-31,42.5,13.6,17.2,4.9121,6.6436,52.9,-3.5999999999999996,21.308611111111112,8.57922379198817,21.317500000000003,4.838080123945268,-0.008888888888888898,6.202636203503788,2.3405555555555555,6.127678164079741,2.8468305555555555,3.2009392974848083
2011-02-28,10.3,14.5,15.7,4.9443,7.2322,52.2,-1.1999999999999993,21.115833333333335,8.674431846359903,21.270833333333332,4.870258646695703,-0.155,6.224116001489691,2.356488888888889,6.13838900493224,2.7866638888888886,3.138888835618906
2011-03-31,14.8,15.0,16.6,5.383,7.3081,53.4,-1.6000000000000014,20.992222222222225,8.737652875788656,21.22388888888889,4.91665872477163,-0.2316666666666666,6.219384213891276,2.3734944444444444,6.151372219034636,2.681108333333333,2.9933386220907243
2011-04-30,14.7,12.9,15.3,5.3442,6.821,52.9,-2.4000000000000004,20.90972222222222,8.780917780248947,21.235277777777778,4.905126464722454,-0.3255555555555555,6.213657972307891,2.355663888888889,6.13565639413946,2.599811111111111,2.8734444516023694
2011-05-31,15.4,12.7,15.1,5.5146,6.7851,52.0,-2.4000000000000004,20.73888888888889,8.877426518271024,21.189722222222223,4.953534660716588,-0.45083333333333325,6.2086126239511605,2.3195805555555555,6.104528909111868,2.512625,2.7340769663505395
2011-06-30,14.4,13.1,15.9,6.3553,7.1209,50.9,-2.8000000000000007,20.593611111111116,8.967048615515356,21.107222222222223,5.031102469985285,-0.513611111111111,6.216800349641413,2.2797222222222224,6.069486407178174,2.4514666666666667,2.6372613398859697
2011-07-31,14.3,11.6,14.7,6.4508,7.5417,50.7,-3.0999999999999996,20.563333333333333,8.991096548411498,21.066388888888888,5.0681302005925915,-0.5030555555555555,6.21246480619842,2.2319694444444442,6.022982055893169,2.431213888888889,2.6032465183911935
2011-08-31,14.7,11.2,13.5,6.1514,7.2528,50.9,-2.3000000000000007,20.497777777777777,9.049035027042107,21.020555555555557,5.119204706338358,-0.5227777777777776,6.2197490124423656,2.16285,5.944704528786222,2.4353472222222217,2.609678182621222
2011-09-30,12.68,8.85,13.04,6.0671,6.5227,51.2,-4.1899999999999995,20.49,9.05712410994004,20.95111111111111,5.205486543900592,-0.46111111111111097,6.189919352245357,2.084872222222222,5.8559045449192855,2.4701055555555556,2.6514430382550382
